id,ean,name,type,food_type,brand,product_origin,supplier,top_category,top_category_id,category_path,size,unit_of_measure,increment_by,min_order,max_order,price,currency,formatted_price,min_buying_value,stock_status,stock_qty,is_available,availability_max,seller,seller_type,shipping,is_marketplace,is_express,is_bulk,is_scalable,is_fbc,preorder,has_promo
243292,2000002432920,Zesta Jam 500g + Peanut Butter 400g + Choco Primo 200g,FOOD,DRY,ZESTA,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",,pieces,1,1,10,718,KES,KES718.00,718.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
191381,6162000048377,Zesta Smooth Peanut Butter 125g,FOOD,DRY,LP - NONAME,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",125g,pieces,1,1,10,100,KES,KES100.00,100.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
124301,6164004514810,Naturalli Unsalted Almond Butter 170g,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",170g,pieces,1,1,10,699,KES,KES699.00,699.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
178413,6161102370508,Lyons Maid Chocotella  Hazelnut & Cocoa Spread 250G,FOOD,DRY,LYONS,KENYA,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Choco Spreads",250G,pieces,1,1,10,410,KES,KES410.00,410.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
108965,6164004676051,Blue Band Peanut Butter 200g,FOOD,DRY,,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",200g,pieces,1,1,10,200,KES,KES200.00,200.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
52064,9800800056,Nutella Ferrero & Go Hazelnut Spread And Malted Bread Sticks 52g,FOOD,DRY,NUTELLA,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",52g,pieces,1,1,10,320,KES,KES320.00,320.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243794,6164004676082,BlueBand Peanut Butter Crunchy 200G,FOOD,DRY,,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",,pieces,1,1,10,200,KES,KES200.00,200.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
178411,6161102370485,Lyons Maid Chocomania Chocolate Spread 250G,FOOD,DRY,LYONS,KENYA,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Choco Spreads",250G,pieces,1,1,10,360,KES,KES360.00,360.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
25526,6161102061611,Nuteez Natural Crunchy Peanut Butter 250g,FOOD,DRY,NUTEEZ,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",250g,pieces,1,1,10,195,KES,KES195.00,195.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
179810,6161107773014,GOLDBAND MARGARINE 250G,FOOD,DRY,GOLD BAND,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",,pieces,1,1,10,122,KES,KES122.00,122.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
34131,6161107773021,Gold Band Band Margarine 500g,FOOD,DRY,LP - NONAME,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",500g,pieces,1,1,10,223,KES,KES223.00,223.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
82450,6161102061901,Nuteez Natural Smooth Peanut Butter 125g,FOOD,DRY,NUTEEZ,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",125g,pieces,1,1,10,110,KES,KES110.00,110.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
200909,6164004676556,Blue Band Low Fat Spread 100g,FOOD,DRY,,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",100g,pieces,1,1,10,45,KES,KES45.00,45.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
212613,8719200270817,Blue Band Low Fat Spread 1kg,FOOD,DRY,,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",1kg,pieces,1,1,10,370,KES,KES370.00,370.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
73064,6164000242069,Nut Gold Creamy Peanut Butter 500G,FOOD,DRY,NUT GOLD,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",500g,pieces,1,1,10,329,KES,KES329.00,329.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
212614,8719200270442,Blue Band Choco Spread 250g,FOOD,DRY,,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",250g,pieces,1,1,12,189,KES,KES189.00,189.00,inStock,,True,12,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
27788,6162000049381,Zesta Crunchy Peanut Butter 250g,FOOD,DRY,LP - NONAME,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",250g,pieces,1,1,10,169,KES,KES169.00,169.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
212615,8719200257429,Blue Band Choco Spread 500g,FOOD,DRY,,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",500g,pieces,1,1,3,359,KES,KES359.00,359.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243795,6164004676105,BlueBand Peanut Butter Crunchy 800G,FOOD,DRY,,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",800g,pieces,1,1,10,695,KES,KES695.00,695.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
120468,6161101063685,Peptang Healthy Creamy Peanut Butter 800g,FOOD,DRY,PEPTANG,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",800g,pieces,1,1,10,645,KES,KES645.00,645.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243796,8719200298026,BlueBand Vanilla 1Kg,FOOD,DRY,,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",1kg,pieces,1,1,10,567,KES,KES567.00,567.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
219885,6161115090431,Naturalli Smooth Unsalted Almond Butter  360g,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Other Spreadables",360g,pieces,1,1,10,1299,KES,KES1299.00,1299.00,lowStock,2,True,2,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
120466,6161101063616,Peptang Healthy Creamy Peanut Butter 250g,FOOD,DRY,PEPTANG,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Jams, Honey & Spreads/Spreadables/Peanut Butter",250g,pieces,1,1,10,230,KES,KES230.00,230.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
24114,5285000390640,Indomie Chicken Noodles 70 gr x 5,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70 gr,pieces,1,1,3,135,KES,KES135.00,135.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
124403,745125452142,Indomie Beef Instant Noodles 70g X 5 Pieces,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g x 5 Pieces,pieces,1,1,3,135,KES,KES135.00,135.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
240187,89686171686,Indomie Mig Hot & Spicy Noodles 400G,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",,pieces,1,1,10,250,KES,KES250.00,250.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
103029,89686170795,Indomie Mi Goreng Fried Noodles 400g,FOOD,DRY,INDOMIE,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",400g,pieces,1,1,24,250,KES,KES250.00,250.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15266,8801043150620,Shin Ramyun Noodles Pack 120 gr,FOOD,DRY,NONGSHIM,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",120 gr,pieces,1,1,10,330,KES,KES330.00,330.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
103031,8994963002336,Indomie Special Chicken Noodles 375g,FOOD,DRY,INDOMIE,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",375g,pieces,1,1,12,250,KES,KES250.00,250.00,inStock,,True,12,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15268,31146155736,Chapaghetti Noodles Pack 140G,FOOD,DRY,NONGSHIM,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",140 gr,pieces,1,1,10,375,KES,KES375.00,375.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
186338,4971128105686,Akagi Dried Udon Noodles 270g,FOOD,DRY,,Japan,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",270g,pieces,1,1,10,465,KES,KES465.00,465.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
24113,89686120660,Indomie Chicken Flavour Noodles 120 gr,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",120 gr,pieces,1,1,10,44,KES,KES44.00,44.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
168358,8994963003685,Indomie Onion Chicken 75g x 5,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",,pieces,1,1,12,250,KES,KES250.00,250.00,inStock,,True,12,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15270,31146030996,Shin Cup Noodles 68G,FOOD,DRY,NONGSHIM,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",,pieces,1,1,10,307,KES,KES307.00,307.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
176373,6971835850389,Miyata Shirataki Spaghetti Style Noodles 270g,FOOD,DRY,MIYATA,China,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",270g,pieces,1,1,10,285,KES,KES285.00,285.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
124399,745760295128,Indomie Supa Mojo Instant Noodles 70g x 5 Pieces,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g x 5 Pieces,pieces,1,1,24,128,KES,KES128.00,128.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15273,8801043032285,Nongshim Big Bowl Kimchi Ramyun Noodle Soup 112g,FOOD,DRY,NONGSHIM,South Korea,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",112g,pieces,1,1,10,421,KES,KES421.00,421.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53716,8888056603916,Koka Oriental Beef Instant Noodles 85g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",85g,pieces,1,1,10,101,KES,KES101.00,101.00,lowStock,8,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
240188,8994963002350,Indomie Vegetable Noodles 375G,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",,pieces,1,1,10,250,KES,KES250.00,250.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15267,31146157396,ANSUNGTUMYUN NOODLES PACK 125G,FOOD,DRY,NONGSHIM,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",125g,pieces,1,1,10,310,KES,KES310.00,310.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
176372,6971835851676,Miyata Ramen Noodles 300g,FOOD,DRY,MIYATA,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",300g,pieces,1,1,10,320,KES,KES320.00,320.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
130187,8694587146477,Kent Boringer Cream of Vegetable Soup 68g,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",68g,pieces,1,1,10,180,KES,KES180.00,180.00,lowStock,2,True,2,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53708,8888056706518,Koka Tom Yam Instant Noodles 70g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,267,KES,KES267.00,267.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15276,31146150304,Neoguri Noodles Pack 120 gr,FOOD,DRY,NONGSHIM,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",120 gr,pieces,1,1,20,330,KES,KES330.00,330.00,inStock,,True,20,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53705,8888056705603,Koka Beef Instant Noodles Cup 70g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,267,KES,KES267.00,267.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
119320,6001087359573,Knorr Thick Vegetable Soup 50g,FOOD,DRY,KNORR,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",50g,pieces,1,1,12,135,KES,KES135.00,135.00,inStock,,True,12,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
213074,6971835853144,Chain Kwo Egg Noodles 250g,FOOD,DRY,CHAIN KWO,China,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",250g,pieces,1,1,10,330,KES,KES330.00,330.00,lowStock,5,True,5,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
36002,5000175408798,Batchelors Tomato And Basil Cupa Soup108g x Pack of 4,FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",108g,pieces,1,1,10,599,KES,KES599.00,599.00,lowStock,9,True,9,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
245653,6161101662574,Nala Chicken Coconut Noodles 70gX5,FOOD,DRY,,Kenya ,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70gx5,pieces,1,1,10,157,KES,KES157.00,157.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53703,8888056706600,Koka Curry Oriental Instant Noodles 70g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,267,KES,KES267.00,267.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
186339,11152206929,Akagi Japanese Ramen Dried Noodles 720g,FOOD,DRY,,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",200g,pieces,1,1,10,1145,KES,KES1145.00,1145.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53714,8888056708512,Koka Original Vegetable Instant Noodles 85g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",85g,pieces,1,1,10,101,KES,KES101.00,101.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15272,8801043032308,Nongshim Tempura Udon Flavour Noodle Soup 111g,FOOD,DRY,NONGSHIM,South Korea,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",111g,pieces,1,1,10,421,KES,KES421.00,421.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53722,8888056103683,Koka Beef Instant Noodles Bowl 90g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",90g,pieces,1,1,10,286,KES,KES286.00,286.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
35998,5000175409023,Batchelors Cup A Soup Chicken Noodles Instant Soup 94g (4 Pieces),FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",94g (4 Pieces),pieces,1,1,10,599,KES,KES599.00,599.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
15279,8801043032322,Nongshim Big Bowl Spicy Shrimp Noodles With Soup 114g,FOOD,DRY,NONGSHIM,South Korea,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",114g,pieces,1,1,10,421,KES,KES421.00,421.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53706,8888056706105,Koka Seafood Instant Noodles 70g,FOOD,DRY,KOKA,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,267,KES,KES267.00,267.00,lowStock,2,True,2,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53711,8888056604012,Koka Original Mushroom Oriental Instant Noodles 85g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",85g,pieces,1,1,10,101,KES,KES101.00,101.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
36001,5000175413310,BATCHELORS CUP A SOUP POTATO4PCS,FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",Pack of 4,pieces,1,1,10,599,KES,KES599.00,599.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
159460,6161117772168,Noodies Chicken Adult Noodles 120g,FOOD,DRY,NOODIES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",120g,pieces,1,1,10,175,KES,KES175.00,175.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
36003,5000354403194,BATCHELORS CUP A SOUP GOLDEN 4PCS,FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",Pack of 4,pieces,1,1,10,599,KES,KES599.00,599.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53704,8888056707218,Koka Original Vegetable Instant Noodles 70g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,267,KES,KES267.00,267.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
103030,8994963002374,Indomie Chicken Curry 5 In 1 Noodles 375 gr,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",375 gr,pieces,1,1,12,250,KES,KES250.00,250.00,inStock,,True,12,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
36000,5000175408804,BATCHELORS CUP A SOUP BROCCOLI4PCS,FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",Pack of 4,pieces,1,1,10,599,KES,KES599.00,599.00,lowStock,1,True,1,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
193734,841165141463,Pran Beef Easy Instant Cup Noodles 60g,FOOD,DRY,PRAN,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",60g,pieces,1,1,10,260,KES,KES260.00,260.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
213085,6970606993225,Jade Bridge Instant Egg Noodles 400g,FOOD,DRY,JADE BRIDGE,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",400g,pieces,1,1,10,490,KES,KES490.00,490.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
245475,6161117773677,Noodies Vegetable Curry Instant Noodles 120g,FOOD,DRY,NOODIES,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",,pieces,1,1,10,40,KES,KES40.00,40.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210379,6161101661812,Nala Instant Noodles Chicken Flavour 120G,FOOD,DRY,,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",120g,pieces,1,1,20,46,KES,KES46.00,46.00,inStock,,True,20,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53721,8888056805105,Koka Tom Yam Instant Noodles 90g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",90g,pieces,1,1,10,286,KES,KES286.00,286.00,lowStock,8,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
79081,5285000398264,Indomie Noodles Beef 120 gr,FOOD,DRY,INDOMIE,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",125 gr,pieces,1,1,10,44,KES,KES44.00,44.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
199170,6146000001921,Moodlena  Chicken Noodle 70G,FOOD,DRY,,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",,pieces,1,1,10,30,KES,KES30.00,30.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
159454,6161117772229,Noodies Chicken Adult Noodles 70g,FOOD,DRY,NOODIES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,133,KES,KES133.00,133.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53715,8888056707607,Koka Tom Yam Instant Noodles 85g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",85g,pieces,1,1,10,101,KES,KES101.00,101.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
53713,8888056708604,Koka Original Tomato Instant Noodles 85g,FOOD,DRY,KOKA,Singapore,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",85g,pieces,1,1,10,101,KES,KES101.00,101.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
36011,5000175409139,BATCHELORS CUPASOUP TOMATO VEGE4PCS,FOOD,DRY,BATCHELORS,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Cup Noodles",Pack of 4,pieces,1,1,10,599,KES,KES599.00,599.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
159443,6161117771864,Noodies Adult Instant Chicken Noodles 70g,FOOD,DRY,NOODIES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,27,KES,KES27.00,27.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
159442,6161117771888,Noodies Instant Beef Noodle For Adult 70g,FOOD,DRY,NOODIES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Tins, Jars & Packets/Soup & Instant Noodles/Packet Noodles",70g,pieces,1,1,10,27,KES,KES27.00,27.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
